ID,TOP_LANDCOVER
0,2
1,1
2,1
3,3
4,1
5,3
6,1
7,1
8,2
9,1
10,1
11,2
12,3
13,3
14,3
15,3
16,12
17,2
18,12
19,3
20,12
21,12
22,3
23,1
24,1
25,2
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,2
34,3
35,1
36,3
37,3
38,12
39,3
40,12
41,12
42,2
43,2
44,2
45,3
46,3
47,3
48,1
49,1
50,1
51,1
52,3
53,1
54,1
55,3
56,1
57,1
58,3
59,3
60,3
61,2
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,2
70,1
71,1
72,1
73,2
74,3
75,2
76,2
77,3
78,3
79,3
80,12
81,2
82,3
83,3
84,3
85,12
86,2
87,1
88,1
89,2
90,3
91,2
92,2
93,3
94,3
95,2
96,3
97,3
98,2
99,2
100,5
101,5
102,5
103,4
104,5
105,5
106,5
107,5
108,5
109,5
110,5
111,5
112,5
113,5
114,5
115,5
116,5
117,5
118,5
119,5
120,5
121,5
122,5
123,5
124,5
125,5
126,5
127,5
128,5
129,5
130,5
131,5
132,5
133,5
134,5
135,5
136,5
137,5
138,5
139,5
140,5
141,5
142,5
143,5
144,5
145,5
146,5
147,5
148,5
149,5
150,5
151,5
152,5
153,5
154,5
155,5
156,5
157,5
158,5
159,5
160,5
161,5
162,5
163,5
164,5
165,5
166,5
167,12
168,5
169,5
170,5
171,5
172,5
173,5
174,5
175,5
176,5
177,5
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,5
186,5
187,5
188,5
189,5
190,5
191,5
192,12
193,5
194,5
195,5
196,5
197,5
198,5
199,5
200,2
201,4
202,4
203,4
204,4
205,2
206,12
207,12
208,12
209,12
210,12
211,12
212,12
213,12
214,12
215,12
216,12
217,12
218,12
219,12
220,12
221,12
222,12
223,12
224,12
225,12
226,12
227,12
228,12
229,12
230,12
231,12
232,20
233,12
234,12
235,12
236,12
237,12
238,12
239,12
240,12
241,12
242,12
243,4
244,12
245,12
246,12
247,12
248,12
249,12
250,12
251,12
252,12
253,12
254,20
255,20
256,12
257,4
258,12
259,12
260,20
261,12
262,4
263,4
264,4
265,4
266,4
267,4
268,2
269,1
270,2
271,12
272,12
273,12
274,12
275,12
276,12
277,12
278,12
279,12
280,12
281,12
282,12
283,12
284,12
285,12
286,12
287,12
288,12
289,12
290,12
291,12
292,12
293,12
294,12
295,12
296,12
297,12
298,12
299,12
300,1
301,1
302,1
303,12
304,12
305,3
306,1
307,1
308,1
309,1
310,12
311,12
312,12
313,12
314,12
315,12
316,12
317,12
318,12
319,12
320,12
321,12
322,3
323,12
324,12
325,12
326,12
327,12
328,12
329,12
330,12
331,12
332,12
333,12
334,12
335,12
336,12
337,12
338,12
339,12
340,12
341,12
342,12
343,12
344,3
345,3
346,3
347,12
348,12
349,12
350,3
351,2
352,1
353,2
354,2
355,1
356,3
357,1
358,1
359,1
360,1
361,1
362,3
363,1
364,1
365,1
366,1
367,12
368,12
369,12
370,2
371,2
372,1
373,2
374,12
375,12
376,12
377,12
378,12
379,12
380,12
381,12
382,12
383,12
384,12
385,12
386,12
387,12
388,12
389,12
390,12
391,12
392,12
393,12
394,12
395,12
396,12
397,12
398,12
399,12
400,12
401,12
402,12
403,12
404,12
405,12
406,12
407,12
408,12
409,12
410,12
411,3
412,2
413,12
414,12
415,12
416,12
417,12
418,12
419,5
420,12
421,12
422,12
423,12
424,12
425,12
426,12
427,12
428,12
429,12
430,12
431,12
432,12
433,12
434,12
435,12
436,12
437,12
438,12
439,12
440,12
441,12
442,12
443,12
444,12
445,12
446,12
447,12
448,12
449,12
450,12
451,12
452,12
453,12
454,12
455,12
456,12
457,12
458,12
459,12
460,12
461,12
462,12
463,12
464,12
465,12
466,12
467,12
468,12
469,12
470,12
471,12
472,12
473,12
474,12
475,12
476,12
477,12
478,12
479,12
480,12
481,12
482,12
483,12
484,12
485,12
486,12
487,12
488,12
489,12
490,12
491,12
492,12
493,12
494,12
495,12
496,12
497,12
498,12
499,12
500,12
501,19
502,12
503,19
504,19
505,12
506,19
507,19
508,12
509,12
510,12
511,12
512,12
513,12
514,12
515,12
516,12
517,12
518,12
519,12
520,19
521,19
522,19
523,12
524,19
525,19
526,19
527,19
528,19
529,12
530,12
531,19
532,12
533,12
534,12
535,12
536,12
537,12
538,12
539,12
540,12
541,12
542,19
543,19
544,19
545,19
546,19
547,19
548,12
549,19
550,19
551,19
552,12
553,12
554,12
555,12
556,12
557,12
558,12
559,12
560,12
561,12
562,19
563,19
564,19
565,19
566,19
567,12
568,12
569,19
570,19
571,12
572,12
573,19
574,12
575,12
576,12
577,12
578,12
579,12
580,12
581,12
582,12
583,12
584,12
585,12
586,12
587,19
588,19
589,12
590,19
591,19
592,19
593,12
594,12
595,12
596,12
597,12
598,12
599,12
600,12
601,12
602,12
603,12
604,12
605,12
606,12
607,12
608,12
609,12
610,12
611,12
612,12
613,12
614,12
615,12
616,12
617,12
618,12
619,12
620,12
621,12
622,12
623,12
624,12
625,12
626,12
627,12
628,12
629,12
630,12
631,12
632,12
633,12
634,12
635,12
636,12
637,12
638,12
639,12
640,12
641,12
642,12
643,12
644,12
645,12
646,12
647,12
648,12
649,12
650,12
651,12
652,12
653,12
654,12
655,12
656,12
657,12
658,12
659,12
660,12
661,12
662,12
663,12
664,12
665,12
666,12
667,12
668,12
669,12
670,12
671,12
672,12
673,12
674,12
675,12
676,12
677,12
678,12
679,12
680,12
681,12
682,12
683,12
684,12
685,12
686,12
687,12
688,12
689,12
690,12
691,12
692,12
693,12
694,12
695,12
696,12
697,12
698,12
699,12
700,1
701,1
702,1
703,12
704,12
705,12
706,2
707,1
708,1
709,1
710,12
711,12
712,3
713,3
714,1
715,1
716,1
717,1
718,12
719,5
720,5
721,3
722,1
723,1
724,1
725,1
726,12
727,12
728,12
